,Niche Name,Niche City,Maps_ID,Maps_Name,Maps Address,Maps_Rating,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating,ID,County,Type,Sector,Charter,Status,Street Address,Match Score,Matched Name,Matched City
282,Laguna Hills High School,Laguna hills,ChIJGQIrCtDo3IARY8w_eLKoxuM,Laguna Hills High School,"25401 Paseo De Valencia, Laguna Hills, CA 92653, USA",3.7,Laguna Hills High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30736353030244,0.98,0.66,0.31,0.66,0.27,12.0,1260.0,630.0,630.0,29.0,28.0,30.0,29.0,28.0,310,Saddleback Valley Unified,Laguna Hills,3.86,30736353030244,Orange,High Schools (Public),Public,No,Active,25401 Paseo de Valencia,82.92682926829268,Laguna Hills High,Laguna Hills
283,Glendora High School,Glendora,ChIJaXal6gYmw4AR4UdzN_TOQOQ,Glendora High School,"1600 E Foothill Blvd, Glendora, CA 91741, USA",4.3,Glendora High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19645761933597,0.98,0.64,0.44,0.78,0.24,20.0,1240.0,630.0,620.0,27.0,26.0,28.0,27.0,26.0,312,Glendora Unified,Glendora,3.91,19645761933597,Los Angeles,High Schools (Public),Public,No,Active,1600 East Foothill Blvd.,78.78787878787878,Glendora High,Glendora
284,Academy for Academic Excellence,Apple valley,ChIJ15cQjG1kw4ARnmSzfK_bFig,Academy for Academic Excellence,"17500 Mana Rd, Apple Valley, CA 92307, USA",2.8,Academy for Academic Excellence,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750773631207,0.95,0.54,0.37,,,,1160.0,570.0,590.0,23.0,22.0,23.0,24.0,24.0,314,Apple Valley Unified,Apple Valley,3.78,36750773631207,San Bernardino,K-12 Schools (Public),Public,Yes,Active,17500 Mana Rd.,100.0,Academy for Academic Excellence,Apple Valley
285,Truckee High School,Truckee,ChIJ-UomjDDem4ARW_NhfX0K17w,Truckee High School,"11725 Donner Pass Rd, Truckee, CA 96161, USA",2.6,Tahoe Truckee High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=31669443138500,0.95,0.72,0.42,0.74,0.28,15.0,1260.0,630.0,630.0,28.0,27.0,29.0,29.0,28.0,315,Tahoe-Truckee Unified,Truckee,3.79,31669443138500,Placer,High Schools (Public),Public,No,Active,11725 Donner Pass Rd.,64.86486486486487,Tahoe Truckee High,Truckee
286,Alliance Marc & Eva Stern Math & Science,Los angeles,ChIJSwTyFZjFwoARIBVDrqBsofI,Alliance Marc & Eva Stern Math and Science School,"5151 State University Dr, Los Angeles, CA 90032, USA",4.3,Alliance Marc & Eva Stern Math and Science,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330111658,0.92,0.77,0.32,,,,1100.0,550.0,550.0,20.0,19.0,20.0,19.0,19.0,316,Los Angeles Unified,Los Angeles,4.1,19647330111658,Los Angeles,High Schools (Public),Public,Yes,Active,5151 State University Dr.,95.1219512195122,Alliance Marc & Eva Stern Math and Science,Los Angeles
287,John A. Rowland High School,Rowland heights,ChIJKW4LteQqw4AR2nr3ymXrZM8,Rowland High School,"2000 S Otterbein Ave, Rowland Heights, CA 91748, USA",3.9,John A. Rowland High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734521937564,0.94,0.69,0.44,0.69,0.29,16.0,1290.0,660.0,630.0,28.0,28.0,28.0,27.0,27.0,317,Rowland Unified,Rowland Heights,3.65,19734521937564,Los Angeles,High Schools (Public),Public,No,Active,2000 South Otterbein St.,85.1063829787234,John A. Rowland High,Rowland Heights
288,George Washington High,San francisco,ChIJ9xUZaQiHhYARblgiHiKBoG0,George Washington High School,"600 32nd Ave, San Francisco, CA 94121, USA",4.1,Washington (George) High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=38684783839081,0.91,0.71,0.55,0.75,0.27,16.0,1230.0,630.0,600.0,26.0,26.0,26.0,26.0,25.0,318,San Francisco Unified,San Francisco,3.67,38684783839081,San Francisco,High Schools (Public),Public,No,Active,600 32nd Ave.,65.21739130434783,Washington (George) High,San Francisco
289,La Serna High School,Whittier,ChIJ0cvEjY3UwoAROZ-oaL7faG8,La Serna High School,"15301 Youngwood Dr, Whittier, CA 90605, USA",4.4,La Serna High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19651281934868,0.98,0.73,0.41,0.6,0.3,18.0,1190.0,590.0,590.0,27.0,26.0,28.0,27.0,26.0,319,Whittier Union High,Whittier,3.99,19651281934868,Los Angeles,High Schools (Public),Public,No,Active,15301 Youngwood Dr.,78.78787878787878,La Serna High,Whittier
290,Sequoia High School,Redwood city,ChIJ6y3krEyij4ARd2-2II63C_w,Sequoia High School,"1201 Brewster Ave, Redwood City, CA 94062, USA",4.1,Sequoia High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690624136693,0.89,0.62,0.39,0.94,0.07,2.0,1280.0,650.0,630.0,28.0,27.0,29.0,28.0,27.0,320,Sequoia Union High,Redwood City,3.95,41690624136693,San Mateo,High Schools (Public),Public,No,Active,1201 Brewster Ave.,77.41935483870968,Sequoia High,Redwood City
291,Citrus Valley High School,Redlands,ChIJTcgk1ouq3IARznlz7P0p28w,Citrus Valley High School,"800 W Pioneer Ave, Redlands, CA 92374, USA",4.0,Citrus Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36678430118802,0.97,0.71,0.42,0.66,0.23,20.0,1150.0,570.0,580.0,26.0,25.0,26.0,26.0,26.0,321,Redlands Unified,Redlands,4.03,36678430118802,San Bernardino,High Schools (Public),Public,No,Active,800 West Pioneer Ave.,83.72093023255813,Citrus Valley High,Redlands
292,Shasta High School,Redding,ChIJa5IlgAXt0lQRZb7um0vTXDI,Shasta High School,"2500 Eureka Way, Redding, CA 96001, USA",3.9,Shasta High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=45701364537304,0.96,0.69,0.45,0.68,0.3,31.0,1270.0,640.0,630.0,28.0,27.0,28.0,28.0,27.0,322,Shasta Union High,Redding,3.92,45701364537304,Shasta,High Schools (Public),Public,No,Active,2500 Eureka Way,75.86206896551724,Shasta High,Redding
293,Alliance Leichtman Levine Family Foundation Environmental Science High School,Los angeles,ChIJaz8VtC7BwoAR3SvofiPv4a0,Alliance Leichtman Levine Family Foundation Environmental Science High School,"2930 Fletcher Dr, Los Angeles, CA 90065, USA",4.4,Alliance Leichtman-Levine Family Foundation Environmental Science High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330117606,0.97,0.72,0.32,0.12,,,1110.0,540.0,560.0,22.0,21.0,23.0,22.0,21.0,323,Los Angeles Unified,Los Angeles,3.86,19647330117606,Los Angeles,High Schools (Public),Public,Yes,Active,2930 Fletcher Dr.,93.87755102040816,Alliance Leichtman-Levine Family Foundation Environmental Science High,Los Angeles
294,Edison High School,Huntington beach,ChIJmx8j1uIg3YARoPpbIzyPF94,Edison High School,"21400 Magnolia St, Huntington Beach, CA 92646, USA",3.2,Edison High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30665483031895,0.93,0.76,0.54,0.65,0.32,20.0,1270.0,640.0,640.0,28.0,27.0,29.0,29.0,27.0,325,Huntington Beach Union High,Huntington Beach,3.89,30665483031895,Orange,High Schools (Public),Public,No,Active,21400 Magnolia,75.86206896551724,Edison High,Huntington Beach
295,Westmont High School,Campbell,ChIJ3VxCBmc1joARg1YukJGl6UE,Westmont High School,"4805 Westmont Ave, Campbell, CA 95008, USA",4.1,Westmont High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43694014338505,0.95,0.76,0.55,0.74,0.34,21.0,1310.0,660.0,660.0,31.0,30.0,32.0,31.0,30.0,326,Campbell Union High,Campbell,3.57,43694014338505,Santa Clara,High Schools (Public),Public,No,Active,4805 Westmont Ave.,78.78787878787878,Westmont High,Campbell
296,L.A. County High School for the Arts,Los angeles,ChIJSwTyFZjFwoARiBmkV5YdrPY,LACHSA (Los Angeles County High School for the Arts),"State University Drive Building #20, N Warwick Ave, Los Angeles, CA 90032, USA",4.3,L.A. County High School for the Arts,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19101991933399,0.98,0.77,0.32,0.55,0.15,15.0,1240.0,590.0,650.0,29.0,25.0,31.0,31.0,27.0,327,Los Angeles County Office of Education,Los Angeles,3.7,19101991933399,Los Angeles,Opportunity Schools,Public,No,Active,5151 State University Dr.,100.0,L.A. County High School for the Arts,Los Angeles
297,Sonora High School,La habra,ChIJ93ZuC6cq3YARsLmXbwzETJw,Sonora High School,"401 S Palm St, La Habra, CA 90631, USA",4.4,Sonora High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30665143037090,0.95,0.78,0.43,0.68,0.29,14.0,1230.0,620.0,610.0,27.0,27.0,27.0,27.0,26.0,328,Fullerton Joint Union High,La Habra,3.96,30665143037090,Orange,High Schools (Public),Public,No,Active,401 South Palm St.,75.86206896551724,Sonora High,La Habra
298,San Ramon Valley High School,Danville,ChIJD9wlrlmLj4ARmhyTbgqlMKY,San Ramon Valley High School,"501 Danville Blvd, Danville, CA 94526, USA",3.2,San Ramon Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07618040736504,0.97,0.82,0.57,0.81,0.34,29.0,1310.0,660.0,660.0,29.0,28.0,30.0,30.0,28.0,330,San Ramon Valley Unified,Danville,3.8,7618040736504,Contra Costa,High Schools (Public),Public,No,Active,501 Danville Blvd.,85.71428571428572,San Ramon Valley High,Danville
299,Anderson New Technology High School,Anderson,ChIJx9vNNGTB0lQRV1DMKdvptq4,Anderson New Technology High School,"2098 North St, Anderson, CA 96007, USA",3.8,Anderson New Technology High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=45698564530333,0.9,0.85,0.55,,,,1220.0,600.0,610.0,,,,,,331,Anderson Union High,Anderson,4.05,45698564530333,Shasta,High Schools (Public),Public,Yes,Active,2098 North St.,88.88888888888889,Anderson New Technology High,Anderson
300,Saint Helena High School,St. helena,ChIJEVoUOcdQhIARFRG9Z5goLLI,St Helena High School,"1401 Grayson Ave, St Helena, CA 94574, USA",4.7,Saint Helena High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=28662902837102,0.87,0.72,0.32,0.79,0.24,11.0,1180.0,570.0,610.0,27.0,26.0,27.0,27.0,27.0,332,Saint Helena Unified,St. Helena,3.96,28662902837102,Napa,High Schools (Public),Public,No,Active,1401 Grayson Ave.,82.92682926829268,Saint Helena High,St. Helena
301,Etiwanda High School,Etiwanda,ChIJC7tV1YVJw4ARTKOVR5ueirY,Etiwanda High School,"13500 Victoria St, Rancho Cucamonga, CA 91739, USA",3.7,Etiwanda High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676523630373,0.91,0.75,0.42,0.61,0.25,13.0,1160.0,580.0,580.0,24.0,23.0,25.0,24.0,24.0,333,Chaffey Joint Union High,Etiwanda,3.88,36676523630373,San Bernardino,High Schools (Public),Public,No,Active,13500 Victoria St.,78.78787878787878,Etiwanda High,Etiwanda
302,Bonita Vista Senior High School,Chula vista,ChIJazJzXJJP2YARH-7JSi2rMPY,Bonita Vista High School,"751 Otay Lakes Rd, Chula Vista, CA 91913, USA",4.1,Bonita Vista Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684113730405,0.93,0.7,0.34,0.61,0.35,37.0,1170.0,590.0,590.0,26.0,27.0,27.0,26.0,26.0,335,Sweetwater Union High,Chula Vista,3.64,37684113730405,San Diego,High Schools (Public),Public,No,Active,751 Otay Lakes Rd.,87.27272727272728,Bonita Vista Senior High,Chula Vista
303,Oakland Technical High School,Oakland,ChIJp7XUVOV9hYARpLQwig1v1_s,Oakland Technical High School,"4351 Broadway, Oakland, CA 94611, USA",4.4,Oakland Technical High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590136051,0.92,0.63,0.32,0.76,0.3,14.0,1250.0,630.0,630.0,27.0,26.0,27.0,27.0,25.0,336,Oakland Unified,Oakland,3.57,1612590136051,Alameda,High Schools (Public),Public,No,Active,4351 Broadway,86.27450980392157,Oakland Technical High,Oakland
304,Canyon High School,Canyon country,ChIJe_E2dmWIwoARrBE8vrzEtvA,Canyon High School,"19300 Nadal St, Canyon Country, CA 91351, USA",4.2,Canyon High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19651361931492,0.98,0.78,0.37,0.75,0.28,22.0,1160.0,580.0,580.0,24.0,23.0,25.0,24.0,23.0,337,William S. Hart Union High,Canyon Country,3.8,19651361931492,Los Angeles,High Schools (Public),Public,No,Active,19300 West Nadal St.,75.86206896551724,Canyon High,Canyon Country
305,Gateway High School,San francisco,ChIJ2-YcrreAhYARKOF7v4C9hfw,Gateway High School,"1430 Scott St, San Francisco, CA 94115, USA",4.1,Gateway High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=38684783830437,0.98,0.67,0.17,0.1,,,1150.0,570.0,580.0,25.0,24.0,26.0,27.0,24.0,338,San Francisco Unified,San Francisco,3.98,38684783830437,San Francisco,High Schools (Public),Public,Yes,Active,1430 Scott St.,77.41935483870968,Gateway High,San Francisco
306,Credo High School,Rohnert park,ChIJK_dO-ONKhIARBjr6axZHZYA,Credo High School,"1300 Valley House Dr #100, Rohnert Park, CA 94928, USA",5.0,Credo High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=49738820123786,0.96,0.82,0.52,,,,1240.0,600.0,640.0,28.0,27.0,29.0,30.0,27.0,340,Cotati-Rohnert Park Unified,Rohnert Park,3.62,49738820123786,Sonoma,High Schools (Public),Public,Yes,Active,"1300 Valley House Dr., Ste. 100",74.07407407407408,Credo High,Rohnert Park
307,San Diego School of Creative & Performing Arts,San diego,ChIJa1CAwbhR2YAR6jN5DqgKMVw,San Diego School of Creative and Performing Arts,"2425 Dusk Dr, San Diego, CA 92139, USA",4.2,Creative Performing and Media Arts,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683383731551,0.95,0.7,0.28,0.55,0.37,14.0,1130.0,550.0,580.0,27.0,25.0,28.0,27.0,26.0,341,San Diego Unified,San Diego,3.93,37683383731551,San Diego,Intermediate/Middle Schools (Public),Public,No,Active,5050 Conrad Ave.,60.0,Creative Performing and Media Arts,San Diego
308,Oakland School for the Arts,Oakland,ChIJM5IXH66Aj4ARJxamfbbzP8U,Oakland School for the Arts,"530 18th St, Oakland, CA 94612, USA",4.3,Oakland School for the Arts,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612593030772,0.95,0.6,0.37,,,,1240.0,610.0,630.0,25.0,22.0,27.0,26.0,24.0,342,Oakland Unified,Oakland,3.84,1612593030772,Alameda,K-12 Schools (Public),Public,Yes,Active,530 18th St.,100.0,Oakland School for the Arts,Oakland
309,Chino Hills High School,Chino hills,ChIJoywqc__M3IAROwDK3z_C4Y8,Chino Hills High School,"16150 Pomona Rincon Rd, Chino Hills, CA 91709, USA",4.3,Chino Hills High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676783631017,0.95,0.63,0.43,0.66,0.26,22.0,1220.0,620.0,610.0,27.0,26.0,28.0,28.0,26.0,343,Chino Valley Unified,Chino Hills,3.65,36676783631017,San Bernardino,High Schools (Public),Public,No,Active,16150 Pomona Rincon Rd.,82.05128205128204,Chino Hills High,Chino Hills
310,Anahuacalmecac International University Prep of N. America,Los angeles,ChIJ62chkUrEwoAR-h0OLy6vXXQ,Anahuacalmecac International Baccalaureate World School,"4736 Huntington Dr N, Los Angeles, CA 90032, USA",3.8,Anahuacalmecac International University Preparatory of North America,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330132928,0.9,0.42,0.32,,,,24.0,22.0,25.0,24.0,,,,,344,Los Angeles Unified,Los Angeles,3.9,19647330132928,Los Angeles,K-12 Schools (Public),Public,Yes,Active,4736 Huntington Dr. South,90.47619047619048,Anahuacalmecac International University Preparatory of North America,Los Angeles
311,Santiago High School,Corona,ChIJVVVVpXm43IARw-j6_qYUffs,Santiago High School,"1395 E Foothill Pkwy, Corona, CA 92881, USA",4.0,Santiago High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670333330701,0.98,0.77,0.4,0.29,0.37,25.0,1220.0,610.0,610.0,27.0,26.0,28.0,27.0,27.0,345,Corona-Norco Unified,Corona,3.99,33670333330701,Riverside,High Schools (Public),Public,No,Active,1395 Foothill Pkwy.,78.78787878787878,Santiago High,Corona
312,The O'Farrell Charter School,San diego,ChIJT9jn7nBR2YARqJRDP9YhlFI,O'Farrell Charter School,"6130 Skyline Dr, San Diego, CA 92114, USA",3.1,The O'Farrell Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386061964,0.95,0.51,0.35,0.59,0.32,8.0,1050.0,520.0,530.0,21.0,21.0,22.0,20.0,21.0,347,San Diego Unified,San Diego,4.2,37683386061964,San Diego,K-12 Schools (Public),Public,Yes,Active,6130 Skyline Dr.,85.71428571428572,The O'Farrell Charter,San Diego
313,Brea-Olinda High School,Brea,ChIJ22cteeDU3IAR8Tm9Ft7k-vg,Brea Olinda High School,"789 Wildcat Way, Brea, CA 92821, USA",4.5,Brea Olinda High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30664493030640,0.94,0.68,0.47,0.64,0.11,24.0,1270.0,640.0,630.0,29.0,28.0,30.0,29.0,28.0,348,Brea-Olinda Unified,Brea,3.77,30664493030640,Orange,High Schools (Public),Public,No,Active,789 North Wildcat Way,76.92307692307692,Brea Olinda High,Brea
314,Van Nuys Senior High School,Van nuys,ChIJN0Qp2hGXwoAR6yI80S4MZB0,Van Nuys High School,"6535 Cedros Ave, Van Nuys, CA 91411, USA",3.8,Van Nuys Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331938968,0.87,0.55,0.32,0.7,0.3,23.0,1210.0,610.0,610.0,28.0,27.0,29.0,28.0,27.0,349,Los Angeles Unified,Van Nuys,3.76,19647331938968,Los Angeles,High Schools (Public),Public,No,Active,6535 Cedros Ave.,85.1063829787234,Van Nuys Senior High,Van Nuys
315,Burbank High School,Burbank,ChIJr4CLqkWVwoARQpfAf6EFKWE,Burbank High School,"902 N 3rd St, Burbank, CA 91502, USA",4.6,Burbank High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19643371931187,0.95,0.7,0.39,0.47,0.31,18.0,1290.0,650.0,640.0,29.0,29.0,30.0,29.0,29.0,350,Burbank Unified,Burbank,3.81,19643371931187,Los Angeles,High Schools (Public),Public,No,Active,902 North Third St.,77.41935483870968,Burbank High,Burbank
316,Rosemead High School,Rosemead,ChIJTRpKmY7awoART-LG-vpd2_s,Rosemead High School,"9063 Mission Dr, Rosemead, CA 91770, USA",4.6,Rosemead High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19645191937481,0.93,0.74,0.46,0.72,0.33,17.0,1200.0,610.0,590.0,25.0,25.0,25.0,26.0,25.0,351,El Monte Union High,Rosemead,3.61,19645191937481,Los Angeles,High Schools (Public),Public,No,Active,9063 East Mission Dr.,78.78787878787878,Rosemead High,Rosemead
317,Pleasant Valley High School,Chico,ChIJQesNC3Ez4ocROBIDdcFBAqA,Pleasant Valley highschool,"1475 East Ave, Chico, CA 95926, USA",3.5,Pleasant Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04614240437558,0.92,0.73,0.46,0.61,0.25,15.0,1210.0,610.0,600.0,27.0,27.0,27.0,27.0,26.0,352,Chico Unified,Chico,3.74,4614240437558,Butte,High Schools (Public),Public,No,Active,1475 East Ave.,85.1063829787234,Pleasant Valley High,Chico
318,King/Drew Medical Magnet High School,Los angeles,ChIJsfV-_cnLwoAR59PFYW7_TMc,King Drew Magnet High School,"1601 E 120th St, Los Angeles, CA 90059, USA",4.6,King/Drew Medical Magnet High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331933001,0.97,0.63,0.27,0.46,0.31,23.0,1050.0,520.0,530.0,20.0,19.0,21.0,20.0,20.0,354,Los Angeles Unified,Los Angeles,3.72,19647331933001,Los Angeles,Alternative Schools of Choice,Public,No,Active,1601 East 120th St.,89.23076923076923,King/Drew Medical Magnet High,Los Angeles
319,Prospect High School,Saratoga,ChIJWVqdmFG1j4ARWWihJGsO3Ys,Prospect High School,"18900 Prospect Rd, Saratoga, CA 95070, USA",3.8,Prospect High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43694014336137,0.91,0.69,0.49,0.74,0.24,16.0,1290.0,650.0,640.0,29.0,28.0,29.0,29.0,28.0,355,Campbell Union High,Saratoga,3.43,43694014336137,Santa Clara,High Schools (Public),Public,No,Active,18900 Prospect Rd.,78.78787878787878,Prospect High,Saratoga
320,"Math, Science, & Technology Magnet Academy at Roosevelt High School",Los angeles,ChIJAfKWYQHGwoARwtX2RTftTpU,"Math, Science, And Technology Magnet Academy","456 S Mathews St, Los Angeles, CA 90033, USA",3.9,"Math, Science, & Technology Magnet Academy at Roosevelt High",https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330122333,0.95,0.72,0.37,0.24,0.39,11.0,1070.0,530.0,540.0,23.0,22.0,23.0,23.0,22.0,357,Los Angeles Unified,Los Angeles,4.36,19647330122333,Los Angeles,Alternative Schools of Choice,Public,No,Active,2530 East 4th St.,94.48818897637796,"Math, Science, & Technology Magnet Academy at Roosevelt High",Los Angeles
321,San Dimas High School,San dimas,ChIJz9X__i4vw4ARQFF8vqd_Rn4,San Dimas High School,"800 W Covina Blvd, San Dimas, CA 91773, USA",4.1,San Dimas High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19643291937739,0.96,0.75,0.47,0.6,0.22,6.0,1160.0,590.0,580.0,27.0,25.0,28.0,27.0,26.0,358,Bonita Unified,San Dimas,3.85,19643291937739,Los Angeles,High Schools (Public),Public,No,Active,800 West Covina Blvd.,80.0,San Dimas High,San Dimas
322,Tamiscal High (Alternative),Larkspur,ChIJ53iIgnCahYARpb0Ha8KP0dM,Tamiscal High School,"305 Doherty Dr, Larkspur, CA 94939, USA",5.0,Tamiscal High (Alternative),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=21654822130078,0.92,0.65,0.35,0.59,0.09,2.0,1270.0,620.0,650.0,29.0,26.0,31.0,30.0,28.0,359,Tamalpais Union High,Larkspur,4.61,21654822130078,Marin,Alternative Schools of Choice,Public,No,Active,305 Doherty Dr.,100.0,Tamiscal High (Alternative),Larkspur
